Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
limousine companies,55,55,480,73,2.55,https://www.primelimo.com/,0,0,0.00,0.34,16900000,"24, 5, 81, 4, 45, 4, 10, 45, 36, 62, 36, 30",2026-04-11,"Local pack, Video, Image, Related searches",commercial,Organic
limousine companies,82,82,480,73,2.55,https://www.primelimo.com/,0,0,0.00,0.34,16900000,"24, 5, 81, 4, 45, 4, 10, 45, 36, 62, 36, 30",2026-04-11,"Local pack, Video, Image, Related searches",commercial,Organic
dallas to austin bus luxury,34,34,70,6,0.74,https://www.primelimo.com/,0,0,0.00,0.26,149,"29, 23, 41, 29, 41, 41, 64, 41, 52, 52, 41, 29",2026-04-11,"Video, Video Carousel, Related searches, AI overview",informational,Organic
dfw airport limousine service,24,24,170,36,3.02,https://www.primelimo.com/,0,0,0.00,0.42,190000,"28, 81, 34, 34, 43, 100, 21, 65, 81, 53, 15, 28",2026-05-27,"Local pack, Sitelinks, Related searches",commercial,Organic
limousine service university park tx,24,24,40,14,0.00,https://www.primelimo.com/,0,0,0.00,0,3980000,"100, 40",2026-05-02,"Local pack, Video, Image, Related searches, AI overview","commercial, informational",Organic
small limousine,51,51,260,26,1.72,https://www.primelimo.com/,0,0,0.00,0.25,35700000,"54, 54, 100, 54, 54, 35, 43, 43, 54, 54, 35, 54",2026-04-23,"Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic
small limousine,61,61,260,26,1.72,https://www.primelimo.com/,0,0,0.00,0.25,35700000,"54, 54, 100, 54, 54, 35, 43, 43, 54, 54, 35, 54",2026-04-23,"Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic
black car service dallas,37,37,320,25,3.06,https://www.primelimo.com/,0,0,0.00,0.64,120,"66, 54, 66, 66, 66, 54, 54, 54, 66, 66, 54, 43",2026-05-27,"Local pack, Video, People also ask, Related searches",commercial,Organic
limo com,8,8,70,56,2.09,https://www.primelimo.com/,0,0,0.00,0.27,106,"1, 1, 5, 5, 1, 1, 2, 5, 5, 2, 5, 4",2026-04-25,"Sitelinks, People also ask, Related searches",navigational,Organic
limosinas near me,92,92,140,57,2.41,https://www.primelimo.com/,0,0,0.00,0.7,275000,"42, 42, 100, 42, 26, 19, 80, 100, 42, 26, 34, 26",2026-04-16,"Local pack, People also ask, Related searches",transactional,Organic
limousine lubbock tx,36,36,70,2,0.58,https://www.primelimo.com/,0,0,0.00,0.1,106,"41, 41, 52, 52, 52, 29, 29, 29, 29, 41, 52, 41",2026-05-25,"Local pack, Sitelinks, Related searches",commercial,Organic
affordable limo services near me,56,56,170,23,1.37,https://www.primelimo.com/,0,0,0.00,0.58,180,"43, 14, 6, 54, 54, 66, 22, 22, 18, 14, 100, 22",2026-05-28,"Local pack, Video, People also ask, Related searches",transactional,Organic
prom transportation services,27,27,260,3,0.00,https://www.primelimo.com/,0,0,0.00,0,14500000,"15, 19, 29, 29, 29, 36, 100, 81, 36, 19, 12, 15",2026-04-09,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
austin limo services,28,28,50,50,3.00,https://www.primelimo.com/,0,0,0.00,0.61,110,"3, 3, 7, 3, 53, 100, 3, 3, 3, 3, 0, 42",2026-04-15,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
limo reservations,49,49,70,61,2.73,https://www.primelimo.com/,0,0,0.00,0.99,153,"33, 52, 52, 52, 23, 42, 42, 33, 23, 52, 23, 23",2026-05-27,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
limousine van service,16,16,70,58,2.72,https://www.primelimo.com/,0,0,0.00,0.82,154,"63, 63, 63, 100, 63, 63, 63, 63, 63, 45, 45, 63",2026-05-17,"Local pack, Video, People also ask, Related searches",commercial,Organic
limousine chauffeur service,20,20,70,66,2.51,https://www.primelimo.com/,0,0,0.00,0.62,58700000,"9, 9, 23, 19, 14, 23, 100, 100, 42, 42, 42, 33",2026-04-24,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
van limousine,42,42,50,11,1.74,https://www.primelimo.com/,0,0,0.00,0.93,144,"52, 14, 19, 19, 14, 9, 100, 14, 9, 19, 9, 19",2026-04-10,"Local pack, Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
van limousine,87,87,50,11,1.74,https://www.primelimo.com/,0,0,0.00,0.93,144,"52, 14, 19, 19, 14, 9, 100, 14, 9, 19, 9, 19",2026-04-10,"Local pack, Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
limos of austin,71,71,320,26,2.46,https://www.primelimo.com/,0,0,0.00,0.26,2590000,"54, 54, 100, 81, 66, 54, 54, 35, 54, 44, 44, 35",2026-04-17,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
prom car service,9,9,90,32,0.00,https://www.primelimo.com/,0,0,0.00,0.29,87800000,"4, 4, 22, 22, 22, 4, 22, 22, 18, 18, 18, 18",2026-04-07,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
prom car service,19,19,90,32,0.00,https://www.primelimo.com/,0,0,0.00,0.29,87800000,"4, 4, 22, 22, 22, 4, 22, 22, 18, 18, 18, 18",2026-04-07,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
a2z limos,37,37,140,28,1.37,https://www.primelimo.com/,0,0,0.00,0.08,107,"42, 53, 80, 53, 53, 65, 42, 26, 53, 65, 42, 53",2026-05-17,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
a2z limos,42,42,140,28,1.37,https://www.primelimo.com/,0,0,0.00,0.08,107,"42, 53, 80, 53, 53, 65, 42, 26, 53, 65, 42, 53",2026-05-17,"Knowledge panel, Sitelinks, Related searches",navigational,Organic
limousine ride,44,44,140,59,1.75,https://www.primelimo.com/,0,0,0.00,0.55,40000000,"35, 28, 17, 28, 28, 23, 100, 82, 35, 28, 23, 35",2026-04-26,"Local pack, Image pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
limo austin,17,17,70,53,3.27,https://www.primelimo.com/,0,0,0.00,0.57,4830000,"21, 50, 28, 50, 35, 35, 64, 64, 35, 64, 100, 78",2026-04-22,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
limo prius,34,34,70,6,0.00,https://www.primelimo.com/,0,0,0.00,0.81,130,"26, 26, 26, 26, 42, 19, 26, 34, 26, 42, 26, 26",2026-05-26,"Image pack, Sitelinks, Video, Image, People also ask",informational,Organic
limousine rental fort worth tx,10,10,110,44,1.86,https://www.primelimo.com/,0,0,0.00,0.64,114,"4, 0, 23, 66, 100, 66, 66, 33, 100, 52, 42, 52",2026-05-16,"Local pack, Related searches",commercial,Organic
suv limo service,39,39,110,67,2.33,https://www.primelimo.com/,0,0,0.00,0.57,5450000,"19, 42, 42, 34, 34, 26, 100, 65, 53, 53, 26, 26",2026-04-15,"Local pack, Video, Image, Related searches",commercial,Organic
stretch limo pick up truck,15,15,70,9,0.00,https://www.primelimo.com/,0,0,0.00,0,1130000,"0, 0, 0, 14, 66, 9, 4, 100, 42, 42, 52, 66",2026-05-20,"Local pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
luxury limousine rental,37,37,210,54,1.61,https://www.primelimo.com/,0,0,0.00,0.06,151,"29, 22, 29, 35, 43, 43, 29, 43, 100, 54, 43, 29",2026-05-17,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
luxury limousine service,96,96,880,54,1.78,https://www.primelimo.com/,0,0,0.00,0.19,38300000,"16, 55, 76, 36, 67, 100, 76, 76, 67, 67, 76, 55",2026-04-08,"Local pack, Video, Image, Related searches",commercial,Organic
arlington limousine service,37,37,50,9,1.95,https://www.primelimo.com/,0,0,0.00,0.67,107,"45, 63, 27, 63, 63, 63, 45, 27, 63, 45, 36, 18",2026-05-27,"Local pack, Related searches",commercial,Organic
limo luxury,18,18,70,50,1.68,https://www.primelimo.com/,0,0,0.00,0.28,221,"5, 11, 52, 100, 41, 5, 41, 52, 41, 100, 41, 41",2026-05-26,"Local pack, Video, Image, Ads bottom, Related searches",commercial,Organic
limo luxury,20,20,70,50,1.68,https://www.primelimo.com/,0,0,0.00,0.28,221,"5, 11, 52, 100, 41, 5, 41, 52, 41, 100, 41, 41",2026-05-26,"Local pack, Video, Image, Ads bottom, Related searches",commercial,Organic
limo luxury,35,35,70,50,1.68,https://www.primelimo.com/,0,0,0.00,0.28,221,"5, 11, 52, 100, 41, 5, 41, 52, 41, 100, 41, 41",2026-05-26,"Local pack, Video, Image, Ads bottom, Related searches",commercial,Organic
hire a limo near me,66,66,40,19,2.02,https://www.primelimo.com/,0,0,0.00,0.9,3110000,"78, 78, 78, 14, 14, 14, 14, 14, 14, 14, 14, 14",2026-04-28,"Local pack, Sitelinks, Image, Ads bottom, People also ask, Related searches, AI overview","informational, transactional",Organic
hire a limo near me,71,71,40,19,2.02,https://www.primelimo.com/,0,0,0.00,0.9,3110000,"78, 78, 78, 14, 14, 14, 14, 14, 14, 14, 14, 14",2026-04-28,"Local pack, Sitelinks, Image, Ads bottom, People also ask, Related searches, AI overview","informational, transactional",Organic
transportation service in dallas,4,4,40,45,4.06,https://www.primelimo.com/,0,0,0.00,0.73,185000000,"44, 44, 55, 44, 55, 55, 55, 55, 44, 44, 22, 22",2026-04-25,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
limos for hire,19,19,90,18,2.19,https://www.primelimo.com/,0,0,0.00,0.28,212,"41, 11, 17, 64, 17, 17, 52, 41, 64, 82, 100, 64",2026-05-15,"Local pack, Video, Ads bottom, People also ask, Related searches",commercial,Organic
business class limo,32,32,40,42,1.59,https://www.primelimo.com/,0,0,0.00,0.21,12000000,"22, 22, 44, 33, 22, 33, 100, 100, 55, 44, 44, 44",2026-05-20,"Local pack, Image pack, Video, People also ask",commercial,Organic
reserve a limo,54,54,40,54,1.95,https://www.primelimo.com/,0,0,0.00,0.88,156,"42, 71, 57, 42, 57, 28, 100, 57, 42, 42, 28, 42",2026-04-09,"Local pack, Video, Image, Related searches",commercial,Organic
rent limousine car,6,6,40,60,1.65,https://www.primelimo.com/,0,0,0.00,0.61,149,"6, 100, 9, 9, 3, 3, 9, 21, 9, 0, 3, 0",2026-05-25,"Local pack, Video, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic
time limousine,38,38,40,26,2.26,https://www.primelimo.com/,0,0,0.00,0.11,125,"14, 14, 78, 14, 78, 14, 78, 14, 14, 14, 14, 14",2026-05-05,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
dallas party bus rentals,26,26,110,26,1.82,https://www.primelimo.com/,0,0,0.00,0.78,7970000,"14, 10, 18, 10, 10, 18, 18, 35, 43, 35, 43, 43",2026-04-27,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
stretch limos near me,30,30,140,56,2.10,https://www.primelimo.com/,0,0,0.00,0.46,1100000,"42, 34, 34, 100, 53, 42, 34, 42, 53, 42, 34, 53",2026-05-16,"Local pack, Video, People also ask, Related searches",transactional,Organic
professional limousine service,10,10,50,54,1.69,https://www.primelimo.com/,0,0,0.00,0.11,151,"1, 1, 2, 3, 4, 2, 6, 4, 2, 3, 3, 2",2026-05-12,"Local pack, Video, Image, Related searches, AI overview",informational,Organic
fort worth limo rental,19,19,210,45,1.86,https://www.primelimo.com/,0,0,0.00,0.64,1330000,"1, 1, 3, 8, 2, 45, 100, 5, 6, 3, 1, 3",2026-04-10,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
limo service denton tx,43,43,30,10,1.91,https://www.primelimo.com/,0,0,0.00,0.85,107,"2, 2, 2, 2, 2, 2, 5, 5, 2, 2, 3, 3",2026-05-20,"Knowledge panel, Sitelinks, People also ask, Related searches","informational, transactional",Organic
limousine online booking,18,18,30,66,2.00,https://www.primelimo.com/,0,0,0.00,0.4,121,"33, 33, 14, 23, 9, 9, 9, 9, 9, 9, 9, 9",2026-05-28,"Local pack, Sitelinks, Ads bottom, Related searches, AI overview",commercial,Organic
affordable sedan service,54,54,70,20,3.38,https://www.primelimo.com/,0,0,0.00,0.28,55000000,"23, 33, 52, 23, 33, 23, 33, 33, 33, 33, 33, 9",2026-05-01,"Knowledge panel, Sitelinks, Video, People also ask, Related searches",navigational,Organic
private limo,23,23,90,64,2.56,https://www.primelimo.com/,0,0,0.00,0.46,144,"78, 78, 78, 64, 78, 50, 78, 100, 64, 50, 50, 64",2026-05-15,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
party bus dallas tx,38,38,590,21,1.62,https://www.primelimo.com/,0,0,0.00,0.75,118,"72, 100, 100, 32, 32, 48, 48, 59, 72, 59, 48, 59",2026-05-27,"Local pack, Video, People also ask, Related searches",commercial,Organic
limo police car,84,84,40,23,0.00,https://www.primelimo.com/,0,0,0.00,0.33,195,"100, 81, 100, 18, 45, 18, 18, 27, 27, 18, 18, 18",2026-05-29,"Image pack, Video, People also ask",informational,Organic
car service dallas airport,33,33,40,33,4.99,https://www.primelimo.com/,0,0,0.00,0.73,105,"100, 100, 57, 42, 42, 14, 42, 100, 42, 57, 28, 28",2026-05-08,"Local pack, Video, Image, Related searches",commercial,Organic
truck limousine rentals,16,16,50,59,1.44,https://www.primelimo.com/,0,0,0.00,0.39,147,"41, 41, 0, 52, 41, 11, 100, 41, 29, 23, 29, 23",2026-05-27,"Local pack, Video, People also ask, Related searches",commercial,Organic
suv limos,43,43,50,20,2.11,https://www.primelimo.com/,0,0,0.00,0.8,1120000,"28, 2, 10, 5, 5, 7, 23, 17, 17, 10, 7, 7",2026-04-22,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic
limo booking service,26,26,30,55,2.45,https://www.primelimo.com/,0,0,0.00,0.6,154,"11, 11, 11, 11, 64, 11, 11, 11, 11, 11, 11, 11",2026-05-10,"Local pack, Image, People also ask, Related searches",commercial,Organic
wedding limousine rental,87,87,320,20,1.81,https://www.primelimo.com/,0,0,0.00,0.11,4570000,"3, 2, 100, 3, 8, 36, 20, 16, 8, 16, 36, 36",2026-04-23,"Local pack, Video, Image, Ads bottom, People also ask, Related searches, Discussions and forums",commercial,Organic
love limousine,35,35,70,28,1.85,https://www.primelimo.com/,0,0,0.00,0.06,54200000,"15, 26, 34, 42, 19, 15, 42, 26, 26, 34, 26, 26",2026-04-30,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
car service to love field,15,15,70,22,4.11,https://www.primelimo.com/,0,0,0.00,0.81,145,"64, 41, 17, 29, 41, 41, 29, 29, 41, 41, 41, 29",2026-05-27,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
nice limos,26,26,40,46,1.58,https://www.primelimo.com/,0,0,0.00,0.16,153,"18, 18, 100, 100, 18, 18, 27, 63, 27, 18, 18, 18",2026-04-10,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
limo car service,30,30,590,75,2.51,https://www.primelimo.com/,0,0,0.00,0.62,15500000,"67, 29, 54, 100, 81, 67, 67, 67, 54, 67, 54, 44",2026-05-08,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
limousine service usa,43,43,70,59,2.63,https://www.primelimo.com/,0,0,0.00,0.68,131,"26, 19, 19, 65, 26, 19, 19, 11, 26, 15, 19, 26",2026-04-27,"Knowledge panel, Video, Image, Related searches, AI overview",commercial,Organic
long distance limo service near me,27,27,70,5,1.72,https://www.primelimo.com/,0,0,0.00,0.07,4040000,"11, 11, 11, 11, 23, 23, 64, 64, 29, 11, 64, 100",2026-05-23,"Local pack, Video, Related searches",transactional,Organic
long distance limo service near me,68,68,70,5,1.72,https://www.primelimo.com/,0,0,0.00,0.07,4040000,"11, 11, 11, 11, 23, 23, 64, 64, 29, 11, 64, 100",2026-05-23,"Local pack, Video, Related searches",transactional,Organic
24 hour limo service,21,21,40,53,3.74,https://www.primelimo.com/,0,0,0.00,0.82,8470000,"22, 22, 22, 55, 100, 100, 44, 77, 55, 22, 22, 22",2026-04-09,"Local pack, Video, Image, Related searches",commercial,Organic
a limousine car,40,40,50,18,1.67,https://www.primelimo.com/,0,0,0.00,0.28,89000000,"18, 18, 18, 100, 18, 18, 45, 63, 100, 27, 100, 18",2026-04-12,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
a limousine car,49,49,50,18,1.67,https://www.primelimo.com/,0,0,0.00,0.28,89000000,"18, 18, 18, 100, 18, 18, 45, 63, 100, 27, 100, 18",2026-04-12,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
party bus rental dallas texas,41,41,50,20,1.82,https://www.primelimo.com/,0,0,0.00,0.78,3790000,"4, 0, 4, 14, 81, 10, 2, 4, 6, 2, 6, 2",2026-04-24,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
limo service grand prairie tx,54,54,40,15,1.99,https://www.primelimo.com/,0,0,0.00,1,105000,"18, 18, 100, 18, 18, 18, 18, 18, 18, 36, 36, 63",2026-04-24,"Local pack, People also ask, Related searches",commercial,Organic
limos in midland texas,71,71,40,9,0.00,https://www.primelimo.com/,0,0,0.00,0.43,311000,"34, 34, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6",2026-04-17,"Local pack, Image, Related searches",commercial,Organic
cab service dallas tx,69,69,140,32,1.66,https://www.primelimo.com/,0,0,0.00,0.61,7150000,"35, 22, 10, 29, 54, 35, 14, 29, 54, 22, 10, 29",2026-04-29,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
limos austin tx,37,37,70,51,3.27,https://www.primelimo.com/,0,0,0.00,0.57,306000,"14, 50, 50, 64, 64, 50, 64, 50, 28, 28, 50, 35",2026-04-10,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
lino services,82,82,50,64,2.25,https://www.primelimo.com/,0,0,0.00,0.85,30300000,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 1, 1",2026-04-05,"Local pack, Video, Related searches",commercial,Organic
car service fort worth,18,18,210,18,3.33,https://www.primelimo.com/,0,0,0.00,0.8,110,"43, 43, 65, 65, 43, 28, 65, 65, 65, 65, 100, 81",2026-05-22,"Local pack, Video, People also ask, Related searches",commercial,Organic
car service fort worth,21,21,210,18,3.33,https://www.primelimo.com/,0,0,0.00,0.8,110,"43, 43, 65, 65, 43, 28, 65, 65, 65, 65, 100, 81",2026-05-22,"Local pack, Video, People also ask, Related searches",commercial,Organic
taxi services in dallas,83,83,30,27,1.66,https://www.primelimo.com/,0,0,0.00,0.61,19600000,"9, 36, 18, 36, 9, 0, 27, 36, 27, 18, 27, 45",2026-05-01,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
limo service tinton falls,66,66,40,5,0.00,https://www.primelimo.com/,0,0,0.00,0,108,100,2026-04-30,"Local pack, Image, Related searches",commercial,Organic
police car limousine,60,60,70,23,0.00,https://www.primelimo.com/,0,0,0.00,0,11800000,"78, 78, 50, 78, 64, 100, 14, 50, 14, 14, 21, 21",2026-04-05,"Image pack, Sitelinks, Video, Image",informational,Organic
police car limousine,75,75,70,23,0.00,https://www.primelimo.com/,0,0,0.00,0,11800000,"78, 78, 50, 78, 64, 100, 14, 50, 14, 14, 21, 21",2026-04-05,"Image pack, Sitelinks, Video, Image",informational,Organic
limo driver,28,28,1600,18,1.74,https://www.primelimo.com/,0,0,0.00,0.24,12200000,"79, 66, 100, 79, 100, 100, 79, 41, 20, 54, 36, 41",2026-04-23,"Local pack, Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
limo driver,29,29,1600,18,1.74,https://www.primelimo.com/,0,0,0.00,0.24,12200000,"79, 66, 100, 79, 100, 100, 79, 41, 20, 54, 36, 41",2026-04-23,"Local pack, Image pack, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
car rental limousine,20,20,30,23,1.65,https://www.primelimo.com/,0,0,0.00,0.61,7590000,"0, 0, 0, 0, 100, 0, 0, 3, 0, 0, 3, 0",2026-05-12,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
rent a limo to drive,60,60,40,38,1.94,https://www.primelimo.com/,0,0,0.00,0.85,5240000,"18, 18, 100, 100, 18, 18, 18, 27, 18, 18, 45, 18",2026-04-11,"People also ask, Related searches, AI overview",informational,Organic
prom car service near me,16,16,50,11,2.24,https://www.primelimo.com/,0,0,0.00,0.73,219,"9, 9, 52, 100, 80, 14, 9, 9, 9, 9, 9, 9",2026-05-22,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic
dallas car service with car seats,37,37,30,4,5.30,https://www.primelimo.com/,0,0,0.00,0.88,133,"9, 9, 9, 9, 9, 9, 14, 14, 14, 19, 14, 19",2026-05-17,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
